ExperimentName,Subject,Session,Clock.Information,Clock.StartTimeOfDay,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Block,answer1[Block],block1,block1.Cycle,block1.Sample,block2,block2.Cycle,block2.Sample,lx,lx.Cycle,lx.Sample,panel1111.ACC,panel1111.CRESP,panel1111.DurationError,panel1111.OnsetDelay,panel1111.OnsetTime,panel1111.RESP,panel1111.RT,panel1111.RTTime,panel1121.ACC,panel1121.CRESP,panel1121.DurationError,panel1121.OnsetDelay,panel1121.OnsetTime,panel1121.RESP,panel1121.RT,panel1121.RTTime,Procedure[Block],Running[Block],sound111,sound112,Trial,answer1[Trial],lxlist,lxlist.Cycle,lxlist.Sample,lxpanel1.ACC,lxpanel1.CRESP,lxpanel1.DurationError,lxpanel1.OnsetDelay,lxpanel1.OnsetTime,lxpanel1.RESP,lxpanel1.RT,lxpanel1.RTTime,lxsound,Procedure[Trial],Running[Trial]
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,12,a,1,3,11,NA,NA,NA,NA,NA,NA,0,,-999999,31,71789,1,997,72786,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/a1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,13,i,5,3,12,NA,NA,NA,NA,NA,NA,0,,-999999,30,73321,1,752,74073,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/y1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,14,i,3,3,13,NA,NA,NA,NA,NA,NA,0,,-999999,31,74618,1,569,75187,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/i1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,15,e,2,3,14,NA,NA,NA,NA,NA,NA,0,,-999999,31,75726,1,1127,76853,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/e1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,16,u,4,3,15,NA,NA,NA,NA,NA,NA,0,,-999999,30,77387,1,326,77713,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/u1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,17,a,1,4,16,NA,NA,NA,NA,NA,NA,0,,-999999,30,78248,1,832,79080,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/a1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,18,i,5,4,17,NA,NA,NA,NA,NA,NA,0,,-999999,42,79627,1,802,80429,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/y1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,19,u,4,4,18,NA,NA,NA,NA,NA,NA,0,,-999999,54,80994,1,448,81442,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/u1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,20,e,2,4,19,NA,NA,NA,NA,NA,NA,0,,-999999,42,81996,1,1082,83078,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/e1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,21,i,3,4,20,NA,NA,NA,NA,NA,NA,0,,-999999,54,83635,1,689,84324,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/i1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,22,e,2,5,21,NA,NA,NA,NA,NA,NA,0,,-999999,42,84872,1,934,85806,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/e1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,23,i,5,5,22,NA,NA,NA,NA,NA,NA,0,,-999999,54,86369,1,827,87196,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/y1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,24,i,3,5,23,NA,NA,NA,NA,NA,NA,0,,-999999,54,87760,1,569,88329,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/i1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,25,u,4,5,24,NA,NA,NA,NA,NA,NA,0,,-999999,30,88868,1,626,89494,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/u1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,26,a,1,5,25,NA,NA,NA,NA,NA,NA,0,,-999999,42,90047,1,1012,91059,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/a1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,27,i,3,6,26,NA,NA,NA,NA,NA,NA,0,,-999999,30,91591,1,1286,92877,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/i1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,28,e,2,6,27,NA,NA,NA,NA,NA,NA,0,,-999999,30,93418,1,696,94114,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/e1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,29,u,4,6,28,NA,NA,NA,NA,NA,NA,0,,-999999,31,94656,1,378,95034,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/u1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,30,a,1,6,29,NA,NA,NA,NA,NA,NA,0,,-999999,30,95575,1,900,96475,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/a1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,31,i,5,6,30,NA,NA,NA,NA,NA,NA,0,,-999999,30,97013,1,1373,98386,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/y1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,32,i,3,7,31,NA,NA,NA,NA,NA,NA,0,,-999999,42,98934,1,1404,100338,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/i1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,33,u,4,7,32,NA,NA,NA,NA,NA,NA,0,,-999999,42,100891,1,356,101247,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/u1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,34,a,1,7,33,NA,NA,NA,NA,NA,NA,0,,-999999,31,101787,1,666,102453,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/a1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,35,e,2,7,34,NA,NA,NA,NA,NA,NA,0,,-999999,30,102989,1,302,103291,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/e1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,36,i,5,7,35,NA,NA,NA,NA,NA,NA,0,,-999999,31,103826,1,334,104160,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/y1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,37,u,4,8,36,NA,NA,NA,NA,NA,NA,0,,-999999,30,104698,1,247,104945,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/u1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nv,12,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">68448262832</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-12-23T06:15:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",2016/12/23 14:15,84.839,1,-270520374,12-23-2016,14:15:26,6:15:26,38,a,1,8,37,NA,NA,NA,NA,NA,NA,0,,-999999,54,105511,1,733,106244,NA,NA,NA,NA,NA,NA,NA,NA,aexppro111,block1,nv audio/a1_24k.wav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
