sound111,sound112,sound113,sound114,sound115,sound121,sound122,sound123,sound124,sound125,answer1[SubTrial],answer2[SubTrial]
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_07.wav,hawed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_11.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_11.wav,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_09.wav,hod,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_02.wav,hayed,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_05.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_12.wav,had,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_02.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_05.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_04.wav,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_09.wav,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_07-F2_06.wav,hood,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_14.wav,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_05.wav,hod,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_12.wav,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_07-F2_04.wav,hoed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_11.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_01.wav,hod,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_03.wav,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_05.wav,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_12.wav,hood,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_07.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_12.wav,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_18.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_11.wav,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_07.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_19.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_02.wav,whod,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_13.wav,hawed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_06.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_07-F2_04.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_06.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_19.wav,hid,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_11.wav,hood,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_17.wav,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_14.wav,hawed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_13.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_19.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_11.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_05.wav,hayed,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_07.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_17.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_02.wav,hoed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_14.wav,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_16.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_08.wav,hawed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_06.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_05.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_19.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_17.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_10.wav,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_06.wav,hawed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_04.wav,heard,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_16.wav,had,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_03.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_13.wav,heed,r5
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_05.wav,hood,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_08.wav,hud,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_16.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_07-F2_15.wav,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_09.wav,had,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_10.wav,hud,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_17.wav,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_08.wav,whod,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_05.wav,hod,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_11.wav,hoed,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_10.wav,hood,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_07.wav,whod,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_09.wav,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_13.wav,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_18.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_01.wav,hoed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_10.wav,hawed,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_03.wav,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_09.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_03.wav,heard,r5
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_09.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_08.wav,heed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_02.wav,hoed,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_14.wav,hood,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_03.wav,hud,r1
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_03.wav,whod,r5
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_11.wav,hoed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_17.wav,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_11.wav,head,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_18.wav,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_09.wav,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_07.wav,hod,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_14.wav,hayed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_15.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_08.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_06.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_15.wav,heed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_14.wav,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_05.wav,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_18.wav,hayed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_02.wav,heard,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_15.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_04.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_13.wav,had,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_10.wav,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_13.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_11.wav,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_05.wav,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_15.wav,had,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_16.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_15.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_11.wav,hawed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_19.wav,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_17.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_08.wav,heard,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_16.wav,heed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_13.wav,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_12.wav,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_09.wav,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_16.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_03.wav,hood,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_18.wav,had,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_12.wav,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_10.wav,heed,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_04.wav,hoed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_08.wav,hood,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_11.wav,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_11.wav,hod,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_05.wav,hud,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_14.wav,whod,r5
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_10.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_04.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_19.wav,hoed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_09.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_18.wav,had,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_13.wav,heed,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_03.wav,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_15.wav,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_06.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_09.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_03.wav,had,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_05.wav,hoed,r2
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_10.wav,hayed,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_18.wav,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_09.wav,hawed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_10.wav,heed,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_01.wav,hod,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_01.wav,hood,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_11.wav,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_05.wav,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_18.wav,heed,r5
NA,NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_05.wav,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_06.wav,NA,hoed,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_02.wav,NA,hayed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_19.wav,NA,heard,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_12.wav,NA,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_07-F2_05.wav,NA,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_08.wav,NA,hayed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_04.wav,NA,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_16.wav,NA,hoed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_18.wav,NA,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_09.wav,NA,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_19.wav,NA,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_12.wav,NA,hoed,r5
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_07-F2_19.wav,NA,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_15.wav,NA,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_08.wav,NA,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_05.wav,NA,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_07.wav,NA,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_17.wav,NA,hid,r5
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_04.wav,NA,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_17.wav,NA,hawed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_07-F2_12.wav,NA,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_07.wav,NA,had,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_07.wav,NA,hood,r5
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_17.wav,NA,hud,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_05.wav,NA,hoed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_06.wav,NA,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_18.wav,NA,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_13.wav,NA,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_05.wav,NA,hawed,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_05.wav,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_14.wav,NA,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_08.wav,NA,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_07.wav,NA,heed,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_07.wav,NA,hawed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_14.wav,NA,hayed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_10.wav,NA,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_03.wav,NA,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_10.wav,NA,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_02.wav,NA,had,NA
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_07.wav,NA,hawed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_02.wav,NA,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_04.wav,NA,heed,NA
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_07-F2_14.wav,NA,head,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_16.wav,NA,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_13.wav,NA,hoed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_11.wav,NA,had,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_08.wav,NA,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_03.wav,NA,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_08.wav,NA,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_18.wav,NA,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_06.wav,NA,hod,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_13.wav,NA,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_13.wav,NA,hawed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_03.wav,NA,hod,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_02.wav,NA,heard,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_02.wav,NA,had,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_08.wav,NA,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_07.wav,NA,head,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_16.wav,NA,heard,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_12.wav,NA,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_13-F2_17.wav,NA,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_17.wav,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_08-F2_14.wav,NA,hid,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_01.wav,NA,hud,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_14.wav,NA,head,r5
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_05.wav,NA,hayed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_16.wav,NA,heed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_14.wav,NA,head,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_02.wav,NA,heard,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_05.wav,NA,hawed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_12-F2_19.wav,NA,had,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_16-F2_15.wav,NA,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_14.wav,NA,hoed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_13.wav,NA,hawed,r5
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_08.wav,NA,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_04.wav,NA,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_07.wav,NA,heard,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_09.wav,NA,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_19.wav,NA,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_07.wav,NA,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_13.wav,NA,heard,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_18.wav,NA,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_04-F2_01.wav,NA,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_07-F2_02.wav,NA,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_12.wav,NA,hawed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_19.wav,NA,head,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_05.wav,NA,hoed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_14-F2_11.wav,NA,head,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_15.wav,NA,hid,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_02-F2_14.wav,NA,heed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_05-F2_13.wav,NA,heed,r5
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_01-F2_17.wav,NA,hid,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_03-F2_08.wav,NA,heed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_06-F2_15.wav,NA,heed,r2
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_10.wav,NA,hayed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_11-F2_18.wav,NA,head,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_15-F2_19.wav,NA,hayed,r4
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_15.wav,NA,hawed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_10-F2_02.wav,NA,heed,r3
NA,NA,NA,NA,NA,NA,NA,NA,iy-ih 16x19/F1_09-F2_01.wav,NA,heed,r3
